Roll Call Number,Summary,Hot Button Status,Bill Text,Votes
Roll Call 23,HB 438 proposes to amend the appointment process for the executive directors of Georgia's War Veterans Nursing Homes by changing the current method outlined in the law. The bill seeks to resolve any conflicting laws related to this change and has received a favorable committee report for passage.,unlikely hot button,"HB 438. By Representatives Yates of the 73rd, Lakly of the 72nd, Freeman of the 140th, Warren of the 122nd and Thomas of the 100th: A BILL to be entitled an Act to amend Code Section 38-4-2 of the Official Code of Georgia Annotated, relating to the powers of the Department of Veterans Service and the Veterans Service Board and the appointment of the TUESDAY, MARCH 22, 2005 1999 administrator and director of the Georgia War Veterans Nursing Homes, so as to change the method of appointment of the executive directors of the veterans´ homes; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Douglas of the 17th. The report of the committee, which was favorable to the passage of the bill, was agreed to.","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Johnson (PRS) Y Jones E Kemp E Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer E Seabaugh Y Seay Y Shafer,D Smith Y Starr Y Staton Y Stephens E Stoner Tate Y Thomas,D Y Thomas,R Y Thompson,C E Thompson,S Tolleson Y Unterman Y Walker Y Weber Y Whitehead Y Wiles Y Williams Zamarripa"
Roll Call 25,"HB 347 aims to amend Georgia law to allow reports from certain private laboratories under contract with the state crime laboratory to be admitted as evidence. The bill includes provisions for related matters, establishes an effective date, and repeals conflicting laws.",unlikely hot button,"HB 347. By Representatives Ralston of the 7th and Bearden of the 68th: A BILL to be entitled an Act to amend Code Section 35-3-154.1 of the Official Code of Georgia Annotated, relating to admission of reports from state crime laboratory, so as to make such Code section applicable to certain private laboratories under contract to the state crime laboratory; to provide for related matters; to provide an effective date; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Hamrick of the 30th. The report of the committee, which was favorable to the passage of the bill, was agreed to.","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Johnson (PRS) Y Jones E Kemp E Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Reed Y Rogers Y Schaefer E Seabaugh Y Seay Y Shafer,D Smith Y Starr Y Staton Y Stephens E Stoner Tate Y Thomas,D Y Thomas,R Y Thompson,C E Thompson,S Tolleson Y Unterman Y Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 27,"HB 394 aims to amend existing laws in Georgia regarding the protection of disabled adults and elderly individuals by updating definitions and procedures for investigating reports of abuse or neglect. Additionally, it modifies notification rules concerning the involuntary transfer of residents in care facilities.",unlikely hot button,"HB 394. By Representatives Walker of the 107th, Willard of the 49th and O`Neal of the 146th: A BILL to be entitled an Act to amend Chapter 5 of Title 30 of the Official Code of Georgia Annotated, relating to the protection of disabled adults and elder persons, so as to revise a definition; to revise certain provisions relating to investigation of reports of need for protective services; to amend Code Section 31-8-116 of the Official Code of Georgia Annotated, relating to involuntary transfer of residents discharged from a facility and return to facility after transfer, so as to revise the notification provisions; to provide for related matters; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Unterman of the 45th. The Senate Health and Human Services Committee offered the following substitute to","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Douglas Y Fort Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Johnson (PRS) Y Jones E Kemp E Me V Bremen Miles Y Moody Y Mullis Y Smith Y Starr Y Staton Y Stephens E Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C Thompson,S Y Tolleson 61 2012 Y Goggans Y Golden Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Pearson Y Powell Y Reed Y Rogers Y Schaefer E Seabaugh Y Seay Shafer,D Unterman Y Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 29,"HB 816 proposes a new charter for the City of Cairo in Grady County, Georgia, outlining its boundaries, governing authority, and various administrative roles such as mayor and city manager. The bill includes provisions for the structure, powers, and responsibilities of local government officials, as well as processes for elections, vacancies, and legal compliance.",unlikely hot button,"HB 816. By Representatives Maddox of the 172nd and Keown of the 173rd: A BILL to be entitled an Act to reincorporate and provide a new charter for the City of Cairo in Grady County, Georgia; to provide for boundaries and powers of the city; to provide for a governing authority of such city and the powers, duties, authority, election, terms, method of filling vacancies, compensation, qualifications, prohibitions, and removal from office relative to members of such governing authority; to provide for inquiries and investigations; to provide for organization and procedures; to provide for ordinances and codes; to provide for the office of mayor and certain duties and powers relative to the office of mayor; to provide for administrative responsibilities; to provide for boards, commissions, and authorities; to provide for a city attorney, a city clerk, a city manager, and other personnel; to provide for other matters relative to the foregoing; to repeal a specific Act; to repeal conflicting laws; and for other purposes.","Y Adelman Y Balfour Y Brown Bulloch Butler Y Cagle Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans E Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Hooks Y Hudgens Y Johnson Y Jones Y Kemp E Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Smith Y Starr Y Staton E Stephens E Stoner Y Tate Y Thomas,D E Thomas,R Y Thompson,C Y Thompson,S Y Tolleson Y Unterman Walker Y Weber Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 30,"HB 306 proposes to exempt state use tax on purchases of tangible personal property made by government entities for contractors involved in construction, renovation, or repair projects. This change is estimated to reduce state and local tax revenues by approximately $222 million annually.",unlikely hot button,"HB 306. By Representatives Rice of the 51st, Ehrhart of the 36th and Burkhalter of the 50th: A BILL to be entitled an Act to amend Code Section 48-8-63 of the Official Code of Georgia Annotated, relating to payment of sales and use tax by contractors, so as to change certain provisions regarding payment of use tax with respect to certain tangible personal property; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Cagle of the 49th. The following Fiscal Note, as required by law, was read by the Secretary: DEPARTMENT OF AUDITS AND ACCOUNTS 254 Washington Street, S.W., Suite 214 Atlanta, Georgia 30334-8400 Russell W. Hinton State Auditor (404) 656-2174 February 24, 2005 Honorable Larry O’Neal, Chairman House Ways and Means Committee State Capitol, Room 133 Atlanta, Georgia 30334 SUBJECT: Revised Fiscal Note House Bill 306 (LC 18 4096) Dear Chairman O’Neal: This bill would exempt from state use tax purchases of tangible personal property by a government or bona fide department thereof which is furnished to a contractor for incorporation into a construction, renovation or repair project pursuant to a contract with the government or department. The Georgia State University Fiscal Research Center estimated the revenue impact for this proposed legislation as an annual decrease in state tax revenue of $127 million. Local sales taxes would be reduced by approximately $95 million per year. The combined impact on state and local revenues would be approximately $222 million. The Center provided the following narrative regarding these estimates: TUESDAY, MARCH 22, 2005 2051 Potentially, this legislation could exempt from use tax all purchases of materials, supplies and other tangible items that are used in government funded construction projects. The U.S. Census Bureau survey of state and local government finance lists contract expenditures for fiscal year 2001 of $4,315 million for Georgia local governments and $2,387 million for Georgia state government. In addition, U.S. federal contract expenditures totaled $84,760 million. Assuming that Georgia’s share of this federal activity is equal to Georgia’s share of total U.S. personal income of 2.78%, this equates to an additional $2,357 million in contract expenditures. Adding these three categories together yields an estimate of total government contract expenditures of approximately $9.1 billion per year. The U.S. Census Bureau estimated the cost of materials, components, supplies and fuels to represent 32.7% per dollar of construction work for Heavy Construction Contractors and to represent 37.1% per dollar of construction work for Highway & Street contractors. An estimate of 35% was used to calculate the dollar value of tangible property based on the $9.1 billion in total contract expenditures. This equals just under $3.2 billion in expenditures on tangible property that could be exempt under the proposed legislation. Applying the state sales and use tax rate of 4% to this estimate yields the estimate of a decrease in state revenues of approximately $127 million per year. Applying a local sales tax rate of 3% yields an estimate of approximately $95 million in reduced local tax revenue per year. Sincerely, /s/ Russell W. Hinton State Auditor /s/ Timothy A. Connell, Director Office of Planning and Budget The Senate Finance Committee offered the following amendment: Amend","Y Adelman Y Balfour Brown Bulloch N Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas N Fort Y Goggans Y Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Johnson Y Jones Y Kemp E Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith Y Starr Y Staton Y Stephens E Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C Y Thompson,S Y Tolleson Y Unterman Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 32,"HB 501 proposes significant changes to the laws governing motor vehicles and traffic in Georgia, including the creation of the Department of Driver Services to take over responsibilities from the Department of Motor Vehicle Safety, particularly for driver’s licensing. The bill also outlines revisions to the issuance of driver's licenses and the reallocation of various motor vehicle-related administrative duties among different state departments.",unlikely hot button,"HB 501. By Representative Scott of the 153rd: A BILL to be entitled an Act to amend Title 40 of the O.C.G.A., relating to motor vehicles and traffic, and numerous other provisions of the O.C.G.A., so as to substantially amend laws relating to operation and regulation of motor vehicles and substantially revise the state administration of such laws; to create the Department of Driver Services as a successor agency to the Department of Motor Vehicle Safety; to provide for the Department of Driver Services to assume certain responsibilities of the Department of Motor Vehicle Safety and in particular responsibility for driver´s licensing services; to substantially amend provisions relative to the issuance of driver´s licenses; to amend the O.C.G.A. so as to transfer into other departments and agencies responsibility for administration of other laws relating to motor vehicles; to provide for other matters related to the foregoing; to provide for effective dates; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Tolleson of the 20th. The Senate Public Safety and Homeland Security Committee offered the following substitute to","N Adelman Y Balfour N Brown Y Bulloch N Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas E Fort Y Goggans N Golden Y Hill,Jack Y Hill,Judson N Hooks Y Hudgens Y Johnson N Jones Y Kemp N Me V Bremen Y Miles Y Moody Y Mullis Y Pearson N Powell Y Smith E Starr Y Staton Y Stephens N Stoner N Tate Y Thomas,D N Thomas,R N Thompson,C E Thompson,S Y Tolleson Y Unterman E Walker THURSDAY, MARCH 24, 2005 Y Grant Y Hamrick N Harbison Y Harp Y Heath N Henson E Reed Y Rogers Y Schaefer Y Seabaugh N Seay Y Shafer,D 2245 Y Weber Y Whitehead Y Wiles Y Williams Zamarripa"
Roll Call 33,"SB 283 amends regulations regarding permits for the investigation and recovery of submerged cultural resources in Georgia and establishes a program for deadhead logging operations under specific conditions. The bill outlines administrative procedures, defines relevant terms, and includes provisions for automatic repeal and the repeal of conflicting laws.",unlikely hot button,"SB 283. By Senators Bulloch of the 11th and Williams of the 19th: A BILL to be entitled an Act to amend Part 3 of Article 3 of Chapter 3 of Title 12 of the Official Code of Georgia Annotated, relating to submerged cultural resources, so as to change certain provisions relating to permits and authorization to contract for investigation, survey, or recovery operations and renewal and revocation of permits; to provide that the Department of Natural Resources shall establish a program to authorize deadhead logging operations in certain locations and under certain conditions; to provide for administration of such a program; to define certain terms; to provide for automatic repeal; to repeal conflicting laws; and for other purposes. Mr. President: The House has passed, by substitute, by the requisite constitutional majority the following Bill of the Senate: 178 2246","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Johnson (PRS) Jones Y Kemp Y Smith E Starr Y Staton Y Stephens Stoner Tate Y Thomas,D THURSDAY, MARCH 24, 2005 Y Chance Y Chapman Y Douglas E Fort Y Goggans Y Golden Y Grant Hamrick Y Harbison Y Harp Y Heath Henson Y Me V Bremen N Miles Y Moody Y Mullis Y Pearson Y Powell E Reed Y Rogers Y Schaefer Y Seabaugh Seay Y Shafer,D 2253 N Thomas,R Y Thompson,C E Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Zamarripa"
Roll Call 38,"HB 200 amends regulations concerning the Subsequent Injury Trust Fund, stating that it will not reimburse self-insured employers or insurers for injuries occurring after April 15, 2005, if claims are filed after that date. However, the fund will continue to reimburse for claims made prior to April 15, 2005.",unlikely hot button,"HB 200. By Representatives Coan of the 101st, Ehrhart of the 36th, Knox of the 24th, Keen of the 179th, Smith of the 129th and others: A BILL to be entitled an Act to amend Article 9 of Chapter 9 of Title 34 of the Official Code of Georgia Annotated, relating to the Subsequent Injury Trust Fund, so as to provide that the Subsequent Injury Trust Fund shall not reimburse a self-insured employer or an insurer for an injury occurring after April 15, 2005, for which a claim is made after April 15, 2005; to provide that the fund shall continue to reimburse self-insured employers and insurers for claims made prior to April 15, 2005; to provide an effective date; to repeal conflicting laws; and for other purposes. 203 2296 The House has disagreed to the Senate amendments to the following Bill of the House:","Y Adelman Y Balfour Y Brown Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks E Hudgens Johnson Y Jones Y Kemp Y Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C E Thompson,S E Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 39,HB 26 aims to amend Georgia's code to eliminate the Governor's authority to suspend compulsory attendance requirements during events like riots or natural disasters. The bill also seeks to repeal any conflicting laws related to this provision.,unlikely hot button,"HB 26. By Representatives Brooks of the 63rd, Coan of the 101st, Keen of the 179th, Richardson of the 19th, Porter of the 143rd and others: A BILL to be entitled an Act to amend Subpart 2 of Part 1 of Article 16 of Chapter 2 of Title 20 of the Official Code of Georgia Annotated, relating to compulsory attendance, so as to repeal a provision authorizing the Governor to suspend all or any part of said subpart because of a riot, insurrection, public disorder, disturbance of the peace, natural calamity, or disaster; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Moody of the 56th. The report of the committee, which was favorable to the passage of the bill, was agreed to. THURSDAY, MARCH 24, 2005 2309","Y Adelman Y Balfour Y Brown Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Johnson Y Jones Y Kemp Y Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C E Thompson,S E Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 41,"HB 97 proposes to add a third judge to the superior courts of the Appalachian Judicial Circuit, with the Governor responsible for appointing this additional judge. The bill also outlines the judge's powers, compensation, and responsibilities, as well as procedural details for managing court functions and juror selection.",unlikely hot button,"HB 97. By Representatives Ralston of the 7th and Graves of the 12th: A BILL to be entitled an Act to amend Code Section 15-6-2 of the O.C.G.A., relating to the number of judges of superior courts, so as to provide for a third judge of the superior courts of the Appalachian Judicial Circuit; to provide for the appointment of such additional judge by the Governor; to provide for the election of successors to the judge initially appointed; to prescribe the powers of said judge; to prescribe the compensation, salary, and expense allowance of said judge to be paid by the State of Georgia and the counties comprising said circuit; to authorize the judges of said court to divide and allocate the work and duties thereof; to provide for the manner of impaneling jurors; to provide for an additional court reporter for said circuit; to declare inherent authority; to provide for a conditional effective date; to repeal conflicting laws; and for other purposes. THURSDAY, MARCH 24, 2005 2311 Senate Sponsor: Senator Smith of the 52nd. The report of the committee, which was favorable to the passage of the bill, was agreed to.","Y Adelman Y Balfour Y Brown Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Golden Y Grant Y Hamrick Y Harbison Y Harp Y Heath Y Henson Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C E Thompson,S E Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson Y Jones Y Kemp Y Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Shafer,D"
Roll Call 42,"HB 291 aims to amend Georgia's insurance code by removing certain requirements for managed care plans and setting maximum durations for specific credit life policies and coverage amounts for agricultural loan group policies. It also includes provisions for extending insurance coverage for dependent children up to age 25, clarifies definitions and provisions related to group and blanket accident and sickness insurance, and addresses issues of insurance renewability and intentional misrepresentation.",unlikely hot button,"HB 291. By Representatives Rogers of the 26th, Knox of the 24th, Meadows of the 5th and Dodson of the 75th: A BILL to be entitled an Act to amend Title 33 of the Official Code of Georgia Annotated, relating to insurance, so as to remove the requirement that managed care plans obtain certain acknowledgments; to provide for the maximum duration of certain credit life policies; to provide for a mortgagee group policy; to increase the maximum amount of coverage on an agricultural loan group policy; to provide that certain required provisions in group life insurance policies shall not apply to policies issued to a creditor to insure mortgagors; to require that certain individual and blanket accident and sickness policies insure certain dependent children of the insured up to and including age 25; to provide an exception for certain matters concerning renewability of policies; to clarify certain definitions; to clarify the applicable groups for blanket accident and sickness insurance; to provide an exception for intentional misrepresentation of material fact in applying for or procuring insurance as to treatment of certain statements made by a policyholder or insured person; to clarify the application of certain provisions to group and blanket accident and sickness insurance; to clarify certain provisions regarding insurance portability and renewability; to provide for related matters; to repeal conflicting laws; and for other purposes. Senator Hudgens of the 47th asked unanimous consent that the Senate insist on its amendments to","Y Adelman Y Balfour Y Brown Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans E Golden Y Grant Y Hamrick Harbison Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson Y Jones Y Kemp Y Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D N Thomas,R Y Thompson,C E Thompson,S E Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles 212 2314 Y Harp Y Heath Y Henson E Seabaugh Y Seay Y Shafer,D Y Williams Y Zamarripa"
Roll Call 44,HB 373 aims to amend the eligibility rules for membership in the Teachers Retirement System of Georgia by repealing a provision that allows public school teachers and employees covered by a local retirement fund to retain that membership if they take jobs at nonsectarian private schools. The bill seeks to resolve conflicting laws and clarify the retirement system's membership requirements.,unlikely hot button,"HB 373. By Representatives Brooks of the 63rd, Coan of the 101st, Keen of the 179th, Richardson of the 19th, Porter of the 143rd and others: A BILL to be entitled an Act to amend Article 4 of Chapter 3 of Title 47 of the Official Code of Georgia Annotated, relating to membership in the Teachers Retirement System of Georgia, so as to repeal a provision relating to the eligibility of public school teachers and employees who are covered by a local retirement fund and who accept employment with nonsectarian schools; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Brown of the 26th. The following Fiscal Note, as required by law, was read by the Secretary: DEPARTMENT OF AUDITS AND ACCOUNTS 254 Washington Street, S.W., Suite 214 Atlanta, Georgia 30334-8400 Russell W. Hinton State Auditor (404) 656-2174 February 3, 2005 THURSDAY, MARCH 24, 2005 2321 The Honorable Tyrone Brooks State Representative Legislative Office Building, Room 511-H Atlanta, Georgia 30334 SUBJECT: State Auditor’s Certification House Bill 373 (LC 21 8113) Dear Representative Brooks: This bill would amend provisions relating to membership under the Teachers Retirement System. Specifically, this bill would repeal a provision that allows any teacher or school employee who is employed in a public school and covered by a local retirement system to continue membership in the local system if they become employed in a nonsectarian private school in this State that is attended by students who are eligible for grants from the State. This is to certify that this is a nonfiscal retirement bill as defined in the Public Retirement Systems Standards Law. Respectfully, /s/ Russell W. Hinton State Auditor The report of the committee, which was favorable to the passage of the bill, was agreed to.","E Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans E Golden Y Grant Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson Y Jones Y Kemp Y Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C Y Thompson,S E Tolleson Y Unterman E Walker Y Weber 216 2322 E Hamrick E Rogers Y Harbison Y Schaefer Y Harp Y Seabaugh Y Heath Y Seay E Henson Y Shafer,D"
Roll Call 46,"HB 431 is a bill that amends the Disposition of Unclaimed Property Act in Georgia to allow Electric Membership Corporations to dispose of certain abandoned dividends or capital credits instead of remitting them to the Commissioner of Revenue. This change is expected to reduce state revenue by an estimated $900,000 to $1,900,000 per year.",unlikely hot button,"HB 431. By Representatives Talton of the 145th, O`Neal of the 146th, Burkhalter of the 50th, Keen of the 179th, Bryant of the 160th and others: A BILL to be entitled an Act to amend Article 5 of Chapter 12 of Title 44 of the Official Code of Georgia Annotated, the ""Disposition of Unclaimed Property Act,"" so as to provide for an alternative method of disposition with respect to certain dividends or capital credits which are presumed abandoned; to provide for definitions; to provide for procedures; to provide an effective date; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Cagle of the 49th. The following Fiscal Note, as required by law, was read by the Secretary: THURSDAY, MARCH 24, 2005 2329 DEPARTMENT OF AUDITS AND ACCOUNTS 254 Washington Street, S.W., Suite 214 Atlanta, Georgia 30334-8400 February 22, 2005 Russell W. Hinton State Auditor (404) 656-2174 Honorable Larry O’Neal, Chairman House Ways and Means Committee State Capitol, Room 133 Atlanta, Georgia 30334 SUBJECT: Fiscal Note House Bill 431 (LC 22 5776ER) Dear Chairman O’Neal: This bill would amend the Disposition of Unclaimed Property Act so as to allow Electric Membership Corporations to dispose of dividends or capital credits which are presumed abandoned. Currently, these dividends or capital credits are remitted to the Commissioner of Revenue. The Georgia State University Fiscal Research Center estimates that the impact of this proposed legislation is to reduce revenue to the state under the Disposition of Unclaimed Property Act by $900,000 to $1,900,000 per year. The Georgia Electric Membership Corporation (GEMC) is the trade group representing the 42 electric membership cooperatives in the state of Georgia. In 2002, GEMC surveyed its members regarding levels of capital credits over the five-year period 1997 – 2001. It found annual abandoned capital credits ranged from a low of $900,000 to a high of $1,900,000 summed across its members. The revenue estimate assumes that these historical levels will continue into the future. Sincerely, /s/ Russell W. Hinton State Auditor /s/ Timothy A. Connell, Director Office of Planning and Budget 220 2330 The report of the committee, which was favorable to the passage of the bill, was agreed to.","Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas N Fort Y Goggans E Golden Y Grant E Hamrick Y Harbison Y Harp Y Heath E Henson Y Hill,Jack Y Hill,Judson Y Hooks Y Hudgens Y Johnson Jones Y Kemp Y Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Y Stephens Y Stoner N Tate Thomas,D Y Thomas,R Y Thompson,C Y Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 49,HB 557 seeks to amend Georgia law by repealing a specific code section that outlines the duties of county police regarding the inspection of roads and bridges. The bill was favorably reported by the committee and is sponsored in the Senate by Senator Kemp.,unlikely hot button,"HB 557. By Representative Burkhalter of the 50th: A BILL to be entitled an Act to amend Chapter 8 of Title 36 of the Official Code of Georgia Annotated, relating to county police, so as to repeal Code Section 36-8-6, relating to duties of county police with respect to inspection of roads and bridges; to provide for related matters; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Kemp of the 46th. The report of the committee, which was favorable to the passage of the bill, was agreed to.","Y Adelman Y Balfour Y Brown Y Bulloch Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden Y Grant E Hamrick Y Harbison Y Harp Y Heath E Henson Y Hill,Jack Y Hill,Judson E Hooks Y Hudgens Y Johnson Y Jones Y Kemp Y Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Y Stephens Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C Y Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa"
Roll Call 50,"HB 558, sponsored by Representative Burkhalter, aims to repeal a specific section of Georgia law related to the reuse, counterfeiting, or forging of tax stamps on alcoholic beverages. The bill also addresses related matters and aims to eliminate any conflicting laws.",unlikely hot button,"HB 558. By Representative Burkhalter of the 50th: A BILL to be entitled an Act to amend Article 2 of Chapter 3 of Title 3 of the Official Code of Georgia Annotated, relating to prohibited acts involving THURSDAY, MARCH 24, 2005 2335 alcoholic beverages, so as to repeal Code Section 3-3-28, relating to reuse, counterfeiting, or forging of tax stamps; to provide for related matters; to repeal conflicting laws; and for other purposes. Senate Sponsor: Senator Cagle of the 49th. The report of the committee, which was favorable to the passage of the bill, was agreed to.","Adelman Balfour Y Brown Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman Y Douglas Y Fort Y Goggans Y Golden Y Grant E Hamrick Y Harbison Y Harp Y Heath E Henson Hill,Jack Y Hill,Judson E Hooks Y Hudgens Y Johnson Jones Y Kemp Y Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Y Stephens Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C Y Thompson,S Y Tolleson Y Unterman E Walker Y Weber Y Whitehead Y Wiles Williams Y Zamarripa"
Roll Call 52,"SB 4 aims to amend the regulations concerning the allocation of funds for public roads in Georgia, specifically addressing the balance between federal and state funding. The bill also includes provisions for its effective date and repeals any conflicting laws.",unlikely hot button,"SB 4. By Senators Seabaugh of the 28th, Williams of the 19th, Stephens of the 27th, Hamrick of the 30th, Hill of the 32nd and others: A BILL to be entitled an Act to amend Article 3 of Chapter 5 of Title 32 of the Official Code of Georgia Annotated, relating to the allocation of funds for public roads, so as to change the provisions regarding the balancing of THURSDAY, MARCH 24, 2005 2339 federal and state funds; to provide an effective date; to repeal conflicting laws; and for other purposes. Senator Staton of the 18th asked unanimous consent that Senator Douglas of the 17th be excused. The consent was granted, and Senator Douglas was excused. The Calendar was resumed.","Y Adelman Y Balfour Y Brown Y Bulloch Y Butler Y Cagle Y Carter Y Chance Y Chapman E Douglas Y Fort Y Goggans Y Golden Y Grant E Hamrick Y Harbison Y Harp Y Heath Y Henson Hill,Jack Y Hill,Judson E Hooks Y Hudgens Y Johnson Y Jones Y Kemp Y Me V Bremen Y Miles Y Moody Y Mullis Y Pearson Y Powell Y Reed Y Rogers Y Schaefer Y Seabaugh Y Seay Y Shafer,D Y Smith E Starr Y Staton Y Stephens Y Stoner Y Tate Y Thomas,D Y Thomas,R Y Thompson,C Y Thompson,S E Tolleson E Unterman E Walker Y Weber Y Whitehead Y Wiles Y Williams Y Zamarripa 225 2340"
